factura,fecha,fecha de entrega,productCode,producto,categoria,precio compra,precio,cantidad,status,customerNumber,cliente,ciudad,pais,employeeNumber,vendedor
10233,2004-03-29,2004-04-02,S700_1138,The Schooner Bluenose,Ships,34.0,66.0,36,Shipped,328,Tekni Collectables Inc.,Newark,USA,1323,George Vanauf
10233,2004-03-29,2004-04-02,S700_2610,The USS Constitution Ship,Ships,33.97,67.94,29,Shipped,328,Tekni Collectables Inc.,Newark,USA,1323,George Vanauf
10234,2004-03-30,2004-04-02,S10_4757,1972 Alfa Romeo GTA,Classic Cars,85.68,118.32,48,Shipped,412,"Extreme Desk Decorations, Ltd",Wellington,New Zealand,1612,Peter Marsh
10234,2004-03-30,2004-04-02,S18_1662,1980s Black Hawk Helicopter,Planes,77.27,146.65,50,Shipped,412,"Extreme Desk Decorations, Ltd",Wellington,New Zealand,1612,Peter Marsh
10234,2004-03-30,2004-04-02,S18_3029,1999 Yamaha Speed Boat,Ships,51.61,84.3,48,Shipped,412,"Extreme Desk Decorations, Ltd",Wellington,New Zealand,1612,Peter Marsh
10234,2004-03-30,2004-04-02,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,Vintage Cars,64.58,85.75,39,Shipped,412,"Extreme Desk Decorations, Ltd",Wellington,New Zealand,1612,Peter Marsh
10234,2004-03-30,2004-04-02,S24_2841,1900s Vintage Bi-Plane,Planes,34.25,67.14,44,Shipped,412,"Extreme Desk Decorations, Ltd",Wellington,New Zealand,1612,Peter Marsh
10234,2004-03-30,2004-04-02,S24_3420,1937 Horch 930V Limousine,Vintage Cars,26.3,65.09,25,Shipped,412,"Extreme Desk Decorations, Ltd",Wellington,New Zealand,1612,Peter Marsh
10234,2004-03-30,2004-04-02,S24_3816,1940 Ford Delivery Sedan,Vintage Cars,48.64,78.83,31,Shipped,412,"Extreme Desk Decorations, Ltd",Wellington,New Zealand,1612,Peter Marsh
10234,2004-03-30,2004-04-02,S700_2047,HMS Bounty,Ships,39.83,83.28,29,Shipped,412,"Extreme Desk Decorations, Ltd",Wellington,New Zealand,1612,Peter Marsh
10234,2004-03-30,2004-04-02,S72_1253,Boeing X-32A JSF,Planes,32.77,45.69,40,Shipped,412,"Extreme Desk Decorations, Ltd",Wellington,New Zealand,1612,Peter Marsh
10235,2004-04-02,2004-04-06,S18_2581,P-51-D Mustang,Planes,49.0,81.95,24,Shipped,260,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,1323,George Vanauf
10235,2004-04-02,2004-04-06,S24_1785,1928 British Royal Navy Airplane,Planes,66.74,89.72,23,Shipped,260,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,1323,George Vanauf
10235,2004-04-02,2004-04-06,S24_3949,Corsair F4U ( Bird Cage),Planes,29.34,55.27,33,Shipped,260,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,1323,George Vanauf
10235,2004-04-02,2004-04-06,S24_4278,1900s Vintage Tri-Plane,Planes,36.23,63.03,40,Shipped,260,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,1323,George Vanauf
10235,2004-04-02,2004-04-06,S32_1374,1997 BMW F650 ST,Motorcycles,66.92,90.9,41,Shipped,260,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,1323,George Vanauf
10235,2004-04-02,2004-04-06,S32_4289,1928 Ford Phaeton Deluxe,Vintage Cars,33.02,66.73,34,Shipped,260,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,1323,George Vanauf
10235,2004-04-02,2004-04-06,S50_1341,1930 Buick Marquette Phaeton,Vintage Cars,27.06,37.09,41,Shipped,260,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,1323,George Vanauf
10235,2004-04-02,2004-04-06,S700_1691,American Airlines: B767-300,Planes,51.15,88.6,25,Shipped,260,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,1323,George Vanauf
10235,2004-04-02,2004-04-06,S700_2466,America West Airlines B757-200,Planes,68.8,92.74,38,Shipped,260,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,1323,George Vanauf
10235,2004-04-02,2004-04-06,S700_2834,ATA: B757-300,Planes,59.33,116.28,25,Shipped,260,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,1323,George Vanauf
10235,2004-04-02,2004-04-06,S700_3167,F/A 18 Hornet 1/72,Planes,54.4,73.6,32,Shipped,260,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,1323,George Vanauf
10235,2004-04-02,2004-04-06,S700_4002,American Airlines: MD-11S,Planes,36.27,70.33,34,Shipped,260,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,1323,George Vanauf
10236,2004-04-03,2004-04-08,S10_2016,1996 Moto Guzzi 1100i,Motorcycles,68.99,105.86,22,Shipped,486,Motor Mint Distributors Inc.,Philadelphia,USA,1323,George Vanauf
10236,2004-04-03,2004-04-08,S18_2625,1936 Harley Davidson El Knucklehead,Motorcycles,24.23,52.7,23,Shipped,486,Motor Mint Distributors Inc.,Philadelphia,USA,1323,George Vanauf
10236,2004-04-03,2004-04-08,S24_2000,1960 BSA Gold Star DBD34,Motorcycles,37.32,65.51,36,Shipped,486,Motor Mint Distributors Inc.,Philadelphia,USA,1323,George Vanauf
10237,2004-04-05,2004-04-10,S10_1678,1969 Harley Davidson Ultimate Chopper,Motorcycles,48.81,91.87,23,Shipped,181,Vitachrome Inc.,NYC,USA,1286,Foon Yue Tseng
10237,2004-04-05,2004-04-10,S10_4698,2003 Harley-Davidson Eagle Drag Bike,Motorcycles,91.02,158.8,39,Shipped,181,Vitachrome Inc.,NYC,USA,1286,Foon Yue Tseng
10237,2004-04-05,2004-04-10,S12_2823,2002 Suzuki XREO,Motorcycles,66.27,129.53,32,Shipped,181,Vitachrome Inc.,NYC,USA,1286,Foon Yue Tseng
10237,2004-04-05,2004-04-10,S18_3782,1957 Vespa GS150,Motorcycles,32.95,49.74,26,Shipped,181,Vitachrome Inc.,NYC,USA,1286,Foon Yue Tseng
10237,2004-04-05,2004-04-10,S24_1578,1997 BMW R 1100 S,Motorcycles,60.86,109.32,20,Shipped,181,Vitachrome Inc.,NYC,USA,1286,Foon Yue Tseng
10237,2004-04-05,2004-04-10,S24_2360,1982 Ducati 900 Monster,Motorcycles,47.1,62.33,26,Shipped,181,Vitachrome Inc.,NYC,USA,1286,Foon Yue Tseng
10237,2004-04-05,2004-04-10,S32_2206,1982 Ducati 996 R,Motorcycles,24.14,35.0,26,Shipped,181,Vitachrome Inc.,NYC,USA,1286,Foon Yue Tseng
10237,2004-04-05,2004-04-10,S32_4485,1974 Ducati 350 Mk3 Desmo,Motorcycles,56.13,94.91,27,Shipped,181,Vitachrome Inc.,NYC,USA,1286,Foon Yue Tseng
10237,2004-04-05,2004-04-10,S50_4713,2002 Yamaha YZR M1,Motorcycles,34.17,78.92,20,Shipped,181,Vitachrome Inc.,NYC,USA,1286,Foon Yue Tseng
10238,2004-04-09,2004-04-10,S12_1099,1968 Ford Mustang,Classic Cars,95.34,161.49,28,Shipped,145,Danish Wholesale Imports,Kobenhavn,Denmark,1401,Pamela Castillo
10238,2004-04-09,2004-04-10,S12_3380,1968 Dodge Charger,Classic Cars,75.16,104.52,29,Shipped,145,Danish Wholesale Imports,Kobenhavn,Denmark,1401,Pamela Castillo
10238,2004-04-09,2004-04-10,S12_3990,1970 Plymouth Hemi Cuda,Classic Cars,31.92,73.42,20,Shipped,145,Danish Wholesale Imports,Kobenhavn,Denmark,1401,Pamela Castillo
10238,2004-04-09,2004-04-10,S18_3278,1969 Dodge Super Bee,Classic Cars,49.05,68.35,41,Shipped,145,Danish Wholesale Imports,Kobenhavn,Denmark,1401,Pamela Castillo
10238,2004-04-09,2004-04-10,S18_3482,1976 Ford Gran Torino,Classic Cars,73.49,144.05,49,Shipped,145,Danish Wholesale Imports,Kobenhavn,Denmark,1401,Pamela Castillo
10238,2004-04-09,2004-04-10,S18_4721,1957 Corvette Convertible,Classic Cars,69.93,120.53,44,Shipped,145,Danish Wholesale Imports,Kobenhavn,Denmark,1401,Pamela Castillo
10238,2004-04-09,2004-04-10,S24_3371,1971 Alpine Renault 1600s,Classic Cars,38.58,53.88,47,Shipped,145,Danish Wholesale Imports,Kobenhavn,Denmark,1401,Pamela Castillo
10238,2004-04-09,2004-04-10,S24_4620,1961 Chevrolet Impala,Classic Cars,32.33,67.91,22,Shipped,145,Danish Wholesale Imports,Kobenhavn,Denmark,1401,Pamela Castillo
10239,2004-04-12,2004-04-17,S12_4675,1969 Dodge Charger,Classic Cars,58.73,100.19,21,Shipped,311,"Oulu Toy Supplies, Inc.",Oulu,Finland,1501,Larry Bott
10239,2004-04-12,2004-04-17,S18_1889,1948 Porsche 356-A Roadster,Classic Cars,53.9,70.07,46,Shipped,311,"Oulu Toy Supplies, Inc.",Oulu,Finland,1501,Larry Bott
10239,2004-04-12,2004-04-17,S18_3232,1992 Ferrari 360 Spider red,Classic Cars,77.9,135.47,47,Shipped,311,"Oulu Toy Supplies, Inc.",Oulu,Finland,1501,Larry Bott
10239,2004-04-12,2004-04-17,S24_2972,1982 Lamborghini Diablo,Classic Cars,16.24,32.47,20,Shipped,311,"Oulu Toy Supplies, Inc.",Oulu,Finland,1501,Larry Bott
10239,2004-04-12,2004-04-17,S24_3856,1956 Porsche 356A Coupe,Classic Cars,98.3,133.41,29,Shipped,311,"Oulu Toy Supplies, Inc.",Oulu,Finland,1501,Larry Bott
10240,2004-04-13,2004-04-20,S18_1129,1993 Mazda RX-7,Classic Cars,83.51,125.97,41,Shipped,177,Osaka Souveniers Co.,Kita-ku,Japan,1621,Mami Nishi
10240,2004-04-13,2004-04-20,S18_1984,1995 Honda Civic,Classic Cars,93.89,136.56,37,Shipped,177,Osaka Souveniers Co.,Kita-ku,Japan,1621,Mami Nishi
10240,2004-04-13,2004-04-20,S18_3685,1948 Porsche Type 356 Roadster,Classic Cars,62.16,134.22,37,Shipped,177,Osaka Souveniers Co.,Kita-ku,Japan,1621,Mami Nishi
10241,2004-04-13,2004-04-19,S18_1589,1965 Aston Martin DB5,Classic Cars,65.96,119.46,21,Shipped,209,Mini Caravy,Strasbourg,France,1370,Gerard Hernandez
10241,2004-04-13,2004-04-19,S18_1749,1917 Grand Touring Sedan,Vintage Cars,86.7,153.0,41,Shipped,209,Mini Caravy,Strasbourg,France,1370,Gerard Hernandez
10241,2004-04-13,2004-04-19,S18_2248,1911 Ford Town Car,Vintage Cars,33.3,55.7,33,Shipped,209,Mini Caravy,Strasbourg,France,1370,Gerard Hernandez
10241,2004-04-13,2004-04-19,S18_2870,1999 Indy 500 Monte Carlo SS,Classic Cars,56.76,126.72,44,Shipped,209,Mini Caravy,Strasbourg,France,1370,Gerard Hernandez
10241,2004-04-13,2004-04-19,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,Vintage Cars,43.26,77.31,42,Shipped,209,Mini Caravy,Strasbourg,France,1370,Gerard Hernandez
10241,2004-04-13,2004-04-19,S18_4933,1957 Ford Thunderbird,Classic Cars,34.21,62.72,30,Shipped,209,Mini Caravy,Strasbourg,France,1370,Gerard Hernandez
10241,2004-04-13,2004-04-19,S24_1046,1970 Chevy Chevelle SS 454,Classic Cars,49.24,72.02,22,Shipped,209,Mini Caravy,Strasbourg,France,1370,Gerard Hernandez
10241,2004-04-13,2004-04-19,S24_1628,1966 Shelby Cobra 427 S/C,Classic Cars,29.18,47.29,21,Shipped,209,Mini Caravy,Strasbourg,France,1370,Gerard Hernandez
10241,2004-04-13,2004-04-19,S24_2766,1949 Jaguar XK 120,Classic Cars,47.25,89.05,47,Shipped,209,Mini Caravy,Strasbourg,France,1370,Gerard Hernandez
10241,2004-04-13,2004-04-19,S24_2887,1952 Citroen-15CV,Classic Cars,72.82,117.44,28,Shipped,209,Mini Caravy,Strasbourg,France,1370,Gerard Hernandez
10241,2004-04-13,2004-04-19,S24_3191,1969 Chevrolet Camaro Z28,Classic Cars,50.51,69.34,26,Shipped,209,Mini Caravy,Strasbourg,France,1370,Gerard Hernandez
10241,2004-04-13,2004-04-19,S24_3432,2002 Chevy Corvette,Classic Cars,62.11,107.08,27,Shipped,209,Mini Caravy,Strasbourg,France,1370,Gerard Hernandez
10242,2004-04-20,2004-04-25,S24_3969,1936 Mercedes Benz 500k Roadster,Vintage Cars,21.75,36.52,46,Shipped,456,Microscale Inc.,NYC,USA,1286,Foon Yue Tseng
10243,2004-04-26,2004-04-28,S18_2325,1932 Model A Ford J-Coupe,Vintage Cars,58.48,111.87,47,Shipped,495,Diecast Collectables,Boston,USA,1188,Julie Firrelli
10243,2004-04-26,2004-04-28,S24_1937,1939 Chevrolet Deluxe Coupe,Vintage Cars,22.57,30.87,33,Shipped,495,Diecast Collectables,Boston,USA,1188,Julie Firrelli
10244,2004-04-29,2004-05-04,S18_1342,1937 Lincoln Berline,Vintage Cars,60.62,99.66,40,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10244,2004-04-29,2004-05-04,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,24.26,48.52,20,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10244,2004-04-29,2004-05-04,S18_2795,1928 Mercedes-Benz SSK,Vintage Cars,72.56,141.75,43,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10244,2004-04-29,2004-05-04,S18_2949,1913 Ford Model T Speedster,Vintage Cars,60.78,87.13,30,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10244,2004-04-29,2004-05-04,S18_2957,1934 Ford V8 Coupe,Vintage Cars,34.35,54.96,24,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10244,2004-04-29,2004-05-04,S18_3136,18th Century Vintage Horse Carriage,Vintage Cars,60.74,85.87,29,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10244,2004-04-29,2004-05-04,S18_3320,1917 Maxwell Touring Car,Vintage Cars,57.54,87.3,36,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10244,2004-04-29,2004-05-04,S24_2022,1938 Cadillac V-16 Presidential Limousine,Vintage Cars,20.61,42.11,39,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10244,2004-04-29,2004-05-04,S24_4258,1936 Chrysler Airflow,Vintage Cars,57.46,97.39,40,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10245,2004-05-04,2004-05-09,S10_1949,1952 Alpine Renault 1300,Classic Cars,98.58,195.01,34,Shipped,455,Super Scale Inc.,New Haven,USA,1286,Foon Yue Tseng
10245,2004-05-04,2004-05-09,S10_4962,1962 LanciaA Delta 16V,Classic Cars,103.42,147.74,28,Shipped,455,Super Scale Inc.,New Haven,USA,1286,Foon Yue Tseng
10245,2004-05-04,2004-05-09,S12_1666,1958 Setra Bus,Trucks and Buses,77.9,120.27,38,Shipped,455,Super Scale Inc.,New Haven,USA,1286,Foon Yue Tseng
10245,2004-05-04,2004-05-09,S18_1097,1940 Ford Pickup Truck,Trucks and Buses,58.33,114.34,29,Shipped,455,Super Scale Inc.,New Haven,USA,1286,Foon Yue Tseng
10245,2004-05-04,2004-05-09,S18_4600,1940s Ford truck,Trucks and Buses,84.76,111.39,21,Shipped,455,Super Scale Inc.,New Haven,USA,1286,Foon Yue Tseng
10245,2004-05-04,2004-05-09,S18_4668,1939 Cadillac Limousine,Vintage Cars,23.14,48.8,45,Shipped,455,Super Scale Inc.,New Haven,USA,1286,Foon Yue Tseng
10245,2004-05-04,2004-05-09,S32_1268,1980’s GM Manhattan Express,Trucks and Buses,53.93,81.86,37,Shipped,455,Super Scale Inc.,New Haven,USA,1286,Foon Yue Tseng
10245,2004-05-04,2004-05-09,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,Trucks and Buses,33.61,54.94,44,Shipped,455,Super Scale Inc.,New Haven,USA,1286,Foon Yue Tseng
10245,2004-05-04,2004-05-09,S700_2824,1982 Camaro Z28,Classic Cars,46.53,81.93,44,Shipped,455,Super Scale Inc.,New Haven,USA,1286,Foon Yue Tseng
10246,2004-05-05,2004-05-06,S12_4473,1957 Chevy Pickup,Trucks and Buses,55.7,99.54,46,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10246,2004-05-05,2004-05-06,S18_2238,1998 Chrysler Plymouth Prowler,Classic Cars,101.51,144.08,40,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10246,2004-05-05,2004-05-06,S18_2319,1964 Mercedes Tour Bus,Trucks and Buses,74.86,100.64,22,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10246,2004-05-05,2004-05-06,S18_2432,1926 Ford Fire Engine,Trucks and Buses,24.92,57.73,30,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10246,2004-05-05,2004-05-06,S18_3232,1992 Ferrari 360 Spider red,Classic Cars,77.9,145.63,36,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10246,2004-05-05,2004-05-06,S24_1444,1970 Dodge Coronet,Classic Cars,32.37,46.24,44,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10246,2004-05-05,2004-05-06,S24_2300,1962 Volkswagen Microbus,Trucks and Buses,61.34,118.84,29,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10246,2004-05-05,2004-05-06,S24_2840,1958 Chevy Corvette Limited Edition,Classic Cars,15.91,34.65,49,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10246,2004-05-05,2004-05-06,S24_4048,1992 Porsche Cayenne Turbo Silver,Classic Cars,69.78,100.54,46,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10246,2004-05-05,2004-05-06,S32_2509,1954 Greyhound Scenicruiser,Trucks and Buses,25.98,45.45,35,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10246,2004-05-05,2004-05-06,S50_1392,Diamond T620 Semi-Skirted Tanker,Trucks and Buses,68.29,113.44,22,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10247,2004-05-05,2004-05-08,S12_1108,2001 Ferrari Enzo,Classic Cars,95.59,195.33,44,Shipped,334,Suominen Souveniers,Espoo,Finland,1501,Larry Bott
10247,2004-05-05,2004-05-08,S12_3148,1969 Corvair Monza,Classic Cars,89.14,140.5,25,Shipped,334,Suominen Souveniers,Espoo,Finland,1501,Larry Bott
10247,2004-05-05,2004-05-08,S12_3891,1969 Ford Falcon,Classic Cars,83.05,167.83,27,Shipped,334,Suominen Souveniers,Espoo,Finland,1501,Larry Bott
10247,2004-05-05,2004-05-08,S18_4027,1970 Triumph Spitfire,Classic Cars,91.92,143.62,48,Shipped,334,Suominen Souveniers,Espoo,Finland,1501,Larry Bott
10247,2004-05-05,2004-05-08,S32_3207,1950's Chicago Surface Lines Streetcar,Trains,26.72,58.41,40,Shipped,334,Suominen Souveniers,Espoo,Finland,1501,Larry Bott
10247,2004-05-05,2004-05-08,S50_1514,1962 City of Detroit Streetcar,Trains,37.49,51.55,49,Shipped,334,Suominen Souveniers,Espoo,Finland,1501,Larry Bott
10248,2004-05-07,NULL,S10_4757,1972 Alfa Romeo GTA,Classic Cars,85.68,126.48,20,Cancelled,131,Land of Toys Inc.,NYC,USA,1323,George Vanauf
10248,2004-05-07,NULL,S18_3029,1999 Yamaha Speed Boat,Ships,51.61,80.86,21,Cancelled,131,Land of Toys Inc.,NYC,USA,1323,George Vanauf
10248,2004-05-07,NULL,S18_3140,1903 Ford Model A,Vintage Cars,68.3,133.86,32,Cancelled,131,Land of Toys Inc.,NYC,USA,1323,George Vanauf
10248,2004-05-07,NULL,S18_3259,Collectable Wooden Train,Trains,67.56,95.8,42,Cancelled,131,Land of Toys Inc.,NYC,USA,1323,George Vanauf
10248,2004-05-07,NULL,S18_4522,1904 Buick Runabout,Vintage Cars,52.66,87.77,42,Cancelled,131,Land of Toys Inc.,NYC,USA,1323,George Vanauf
10248,2004-05-07,NULL,S24_2011,18th century schooner,Ships,82.34,122.89,48,Cancelled,131,Land of Toys Inc.,NYC,USA,1323,George Vanauf
10248,2004-05-07,NULL,S24_3151,1912 Ford Model T Delivery Wagon,Vintage Cars,46.91,85.85,30,Cancelled,131,Land of Toys Inc.,NYC,USA,1323,George Vanauf
10248,2004-05-07,NULL,S24_3816,1940 Ford Delivery Sedan,Vintage Cars,48.64,83.02,23,Cancelled,131,Land of Toys Inc.,NYC,USA,1323,George Vanauf
10248,2004-05-07,NULL,S700_1138,The Schooner Bluenose,Ships,34.0,66.0,36,Cancelled,131,Land of Toys Inc.,NYC,USA,1323,George Vanauf
10248,2004-05-07,NULL,S700_1938,The Mayflower,Ships,43.3,81.41,40,Cancelled,131,Land of Toys Inc.,NYC,USA,1323,George Vanauf
10248,2004-05-07,NULL,S700_2610,The USS Constitution Ship,Ships,33.97,69.39,32,Cancelled,131,Land of Toys Inc.,NYC,USA,1323,George Vanauf
10248,2004-05-07,NULL,S700_3505,The Titanic,Ships,51.09,84.14,30,Cancelled,131,Land of Toys Inc.,NYC,USA,1323,George Vanauf
10248,2004-05-07,NULL,S700_3962,The Queen Mary,Ships,53.63,92.36,35,Cancelled,131,Land of Toys Inc.,NYC,USA,1323,George Vanauf
10248,2004-05-07,NULL,S72_3212,Pont Yacht,Ships,33.3,53.51,23,Cancelled,131,Land of Toys Inc.,NYC,USA,1323,George Vanauf
10249,2004-05-08,2004-05-11,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,Vintage Cars,64.58,88.93,46,Shipped,173,Cambridge Collectables Co.,Cambridge,USA,1188,Julie Firrelli
10249,2004-05-08,2004-05-11,S24_2841,1900s Vintage Bi-Plane,Planes,34.25,54.81,20,Shipped,173,Cambridge Collectables Co.,Cambridge,USA,1188,Julie Firrelli
10249,2004-05-08,2004-05-11,S24_3420,1937 Horch 930V Limousine,Vintage Cars,26.3,65.75,25,Shipped,173,Cambridge Collectables Co.,Cambridge,USA,1188,Julie Firrelli
10249,2004-05-08,2004-05-11,S700_2047,HMS Bounty,Ships,39.83,85.99,40,Shipped,173,Cambridge Collectables Co.,Cambridge,USA,1188,Julie Firrelli
10249,2004-05-08,2004-05-11,S72_1253,Boeing X-32A JSF,Planes,32.77,49.16,32,Shipped,173,Cambridge Collectables Co.,Cambridge,USA,1188,Julie Firrelli
10250,2004-05-11,2004-05-15,S18_1662,1980s Black Hawk Helicopter,Planes,77.27,148.23,45,Shipped,450,The Sharp Gifts Warehouse,San Jose,USA,1165,Leslie Jennings
10250,2004-05-11,2004-05-15,S18_2581,P-51-D Mustang,Planes,49.0,84.48,27,Shipped,450,The Sharp Gifts Warehouse,San Jose,USA,1165,Leslie Jennings
10250,2004-05-11,2004-05-15,S24_1785,1928 British Royal Navy Airplane,Planes,66.74,95.2,31,Shipped,450,The Sharp Gifts Warehouse,San Jose,USA,1165,Leslie Jennings
10250,2004-05-11,2004-05-15,S24_2000,1960 BSA Gold Star DBD34,Motorcycles,37.32,63.22,32,Shipped,450,The Sharp Gifts Warehouse,San Jose,USA,1165,Leslie Jennings
10250,2004-05-11,2004-05-15,S24_3949,Corsair F4U ( Bird Cage),Planes,29.34,61.42,40,Shipped,450,The Sharp Gifts Warehouse,San Jose,USA,1165,Leslie Jennings
10250,2004-05-11,2004-05-15,S24_4278,1900s Vintage Tri-Plane,Planes,36.23,72.45,37,Shipped,450,The Sharp Gifts Warehouse,San Jose,USA,1165,Leslie Jennings
10250,2004-05-11,2004-05-15,S32_1374,1997 BMW F650 ST,Motorcycles,66.92,99.89,31,Shipped,450,The Sharp Gifts Warehouse,San Jose,USA,1165,Leslie Jennings
10250,2004-05-11,2004-05-15,S32_4289,1928 Ford Phaeton Deluxe,Vintage Cars,33.02,62.6,50,Shipped,450,The Sharp Gifts Warehouse,San Jose,USA,1165,Leslie Jennings
10250,2004-05-11,2004-05-15,S50_1341,1930 Buick Marquette Phaeton,Vintage Cars,27.06,36.66,36,Shipped,450,The Sharp Gifts Warehouse,San Jose,USA,1165,Leslie Jennings
10250,2004-05-11,2004-05-15,S700_1691,American Airlines: B767-300,Planes,51.15,91.34,31,Shipped,450,The Sharp Gifts Warehouse,San Jose,USA,1165,Leslie Jennings
10250,2004-05-11,2004-05-15,S700_2466,America West Airlines B757-200,Planes,68.8,90.75,35,Shipped,450,The Sharp Gifts Warehouse,San Jose,USA,1165,Leslie Jennings
10250,2004-05-11,2004-05-15,S700_2834,ATA: B757-300,Planes,59.33,98.48,44,Shipped,450,The Sharp Gifts Warehouse,San Jose,USA,1165,Leslie Jennings
10250,2004-05-11,2004-05-15,S700_3167,F/A 18 Hornet 1/72,Planes,54.4,76.0,44,Shipped,450,The Sharp Gifts Warehouse,San Jose,USA,1165,Leslie Jennings
10250,2004-05-11,2004-05-15,S700_4002,American Airlines: MD-11S,Planes,36.27,65.89,38,Shipped,450,The Sharp Gifts Warehouse,San Jose,USA,1165,Leslie Jennings
10251,2004-05-18,2004-05-24,S10_1678,1969 Harley Davidson Ultimate Chopper,Motorcycles,48.81,93.79,59,Shipped,328,Tekni Collectables Inc.,Newark,USA,1323,George Vanauf
10251,2004-05-18,2004-05-24,S10_2016,1996 Moto Guzzi 1100i,Motorcycles,68.99,115.37,44,Shipped,328,Tekni Collectables Inc.,Newark,USA,1323,George Vanauf
10251,2004-05-18,2004-05-24,S10_4698,2003 Harley-Davidson Eagle Drag Bike,Motorcycles,91.02,172.36,43,Shipped,328,Tekni Collectables Inc.,Newark,USA,1323,George Vanauf
10251,2004-05-18,2004-05-24,S12_2823,2002 Suzuki XREO,Motorcycles,66.27,129.53,46,Shipped,328,Tekni Collectables Inc.,Newark,USA,1323,George Vanauf
10251,2004-05-18,2004-05-24,S18_2625,1936 Harley Davidson El Knucklehead,Motorcycles,24.23,58.15,44,Shipped,328,Tekni Collectables Inc.,Newark,USA,1323,George Vanauf
10251,2004-05-18,2004-05-24,S24_1578,1997 BMW R 1100 S,Motorcycles,60.86,91.29,50,Shipped,328,Tekni Collectables Inc.,Newark,USA,1323,George Vanauf
10252,2004-05-26,2004-05-29,S18_3278,1969 Dodge Super Bee,Classic Cars,49.05,74.78,20,Shipped,406,Auto Canal+ Petit,Paris,France,1337,Loui Bondur
10252,2004-05-26,2004-05-29,S18_3482,1976 Ford Gran Torino,Classic Cars,73.49,145.52,41,Shipped,406,Auto Canal+ Petit,Paris,France,1337,Loui Bondur
10252,2004-05-26,2004-05-29,S18_3782,1957 Vespa GS150,Motorcycles,32.95,50.36,31,Shipped,406,Auto Canal+ Petit,Paris,France,1337,Loui Bondur
10252,2004-05-26,2004-05-29,S18_4721,1957 Corvette Convertible,Classic Cars,69.93,127.97,26,Shipped,406,Auto Canal+ Petit,Paris,France,1337,Loui Bondur
10252,2004-05-26,2004-05-29,S24_2360,1982 Ducati 900 Monster,Motorcycles,47.1,63.03,47,Shipped,406,Auto Canal+ Petit,Paris,France,1337,Loui Bondur
10252,2004-05-26,2004-05-29,S24_4620,1961 Chevrolet Impala,Classic Cars,32.33,69.52,38,Shipped,406,Auto Canal+ Petit,Paris,France,1337,Loui Bondur
10252,2004-05-26,2004-05-29,S32_2206,1982 Ducati 996 R,Motorcycles,24.14,36.21,36,Shipped,406,Auto Canal+ Petit,Paris,France,1337,Loui Bondur
10252,2004-05-26,2004-05-29,S32_4485,1974 Ducati 350 Mk3 Desmo,Motorcycles,56.13,93.89,25,Shipped,406,Auto Canal+ Petit,Paris,France,1337,Loui Bondur
